dest,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WHERE_CENTRAL_AMERICA,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WHERE_EUROPE,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,WHERE_NORTH_AMERICA,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,WHERE_SOUTH_AMERICA,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM,Hotels,Reviews
"Manzanillo, COL, Mexico",0,0,0,0.07140218,0.24080032,0.15930581,0.00293247,0.10389619,0,0.00139066,0.08611492,0,0.00268558,0.00056936,0.19900503,0.0010833,0.15140526,0.00051394,0.29411892,0.00189956,0.00056936,0.11866436,0.00051394,0,0,0.00052905,0.00455994,0.06661549,0.00630834,0.00630834,0.00630834,0.00630834,0.08525332,0.09095199,0.09165236,0.02982355,0.00490257,0.00490257,0.00076587,0.12542114,0.00149143,0.00283674,0.00052402,0.00012093,0.00221699,0.00252435,0.00052402,0.11783803,0,0,0,0.01313566,0.00200033,0.00236815,0.00410647,0.23243622,0.75,0.13857192,0.00221699,0.00127477,0.00234296,0.31171375,0.00113369,0.08537929,0.17155467,0.29411892,0.0049328,0.00189956,0.00059456,0.02619071,0.0003779,0.10931269,0.08616531,0.06492756,0.1356596,0.059566475,0.00052402,0.00059456,0.00640408,0.00154685,0.10931269,0.00056936,0.00056936,0.00080618,0,0.14478956,0.1286005,0.07816399,0.30373763,0.00139066,0.00220691,0.09169771,0.00049882,0.14478956,0.00220691,0.17463326,0.00164259,0.09697817,0.08616531,0.08616531,0.00012093,0.0023228,0.00015116,0.00232784,17,370
"Garden Grove, CA, United States of America",0,0,0,0.01027879,0.02341626,0.03589498,0,0.00014915,0,0,0,0,0.04153775,0,0.4540069,0.00004972,0.03808249,0,0.30591524,0.00011186,0,0.13473048,0,0,0,0,0.00017401,0.1829799,0.02871102,0.02871102,0.02871102,0.02871102,0.00816586,0.00872517,0.01682888,0.00563034,0.00021129,0.00021129,0,0.05767061,0.01907853,0.00390271,0.02393828,0,0.00012429,0.00925961,0.02393828,0.13364915,0,0,0,0.141467,0,0.01404478,0.00013672,0.02350326,0.75,0.0002983,0,0.00996807,0.0142685,0.42673765,0,0.03232786,0.095044645,0.30591524,0.00019886,0.00011186,0,0.00354227,0,0,0,0.01097482,0.14693576,0.01359734,0,0,0.0230061,0.00387785,0,0,0,0,0,0.07901122,0.07210069,0.01104939,0.23684723,0,0.23948218,0.00687324,0,0.07901122,0.23963133,0.23467215,0,0.09588982,0,0,0,0.06998776,0,0.00014915,15,5126
"Florence, KY, United States of America",0,0,0,0.04777243,0.02316198,0.00579388,0.04846282,0.00098821,0,0.00043319,0.00025721,0,0.00097467,0,0.23791454,0.00337074,0.0017869,0.00021659,0.10806667,0.00074454,0,0.08077588,0.00021659,0,0,0.00016245,0.01743579,0.00152969,0.14678278,0.14678278,0.14678278,0.14678278,0.09381211,0.10018808,0.04821915,0.00950305,0.01019344,0.01019344,0.04828684,0.00175982,0.0003655,0.01724627,0.0966549,0,0.00078515,0.02305368,0.0966549,0.29988739,0,0,0,0.24817567,0.00054148,0.0140109,0.15341596,0.0225122,0.75,0.00227423,0.00098821,0.02132093,0.0008393,0.49368452,0,0.02817071,0.050831815,0.10806667,0.0884108,0.00074454,0,0.00020306,0.00014891,0.00032489,0.00025721,0.00085284,0.44622345,0.02352748,0,0,0.00224716,0.0005821,0.00032489,0,0,0,0,0.1103003,0.00144847,0.00043319,0.19371591,0.00043319,0.00085284,0.04414449,0.00013537,0.1103003,0.00085284,0.19443338,0.02207901,0.06003704,0.00025721,0.00025721,0,0.00098821,0,0.18043601,23,2625
"Gatlinburg, TN, United States of America",0,0,0,0.01339007,0.01944212,0.00247298,0.00026079,0.00285967,0,0.03124948,0,0,0.04222952,0.01168146,0.22665091,0.00097121,0.01050342,0.00007194,0.07995371,0.00652867,0.01168146,0.04184283,0.00007194,0,0,0.01766158,0.00053057,0.03351563,0.01207714,0.01207714,0.01207714,0.01207714,0.05398292,0.05643791,0.26608371,0.02837183,0.00520675,0.00520675,0.00775167,0.04640211,0.0002428,0.0096761,0.0030665,0,0.00125897,0.18133692,0.0030665,0.15624741,0,0,0,0.04873121,0.00035971,0.43412948,0.01788639,0.01664541,0.75,0.00198738,0.0652687,0.12810938,0.00576429,0.46711455,0,0.10860431,0.107875905,0.07995371,0.3632134,0.00652867,0,0.02419924,0.00154674,0.00007194,0.03115956,0.07432431,0.22947461,0.018996985,0.0051438,0,0.02410032,0.00683442,0.00007194,0.01168146,0.01168146,0.01651052,0,0.07729188,0.03089877,0.00014388,0.16937669,0.03124948,0.00675349,0.00008993,0.00008993,0.07729188,0.00027877,0.05487319,0.11748906,0.11627505,0.03115956,0.03115956,0,0.04867725,0.00627687,0.1746284,58,12563
"Boston, MA, United States of America",0,0,0,0.24719524,0.22408554,0.00217598,0.153336,0.03934895,0,0.00637683,0,0,0.03656854,0,0.19559633,0.01390209,0.07306655,0.00363671,0.19885023,0.0191607,0,0.12545123,0.00363671,0,0,0,0.00082607,0.1245748,0.18568354,0.18568354,0.18568354,0.18568354,0.00072533,0.00067496,0.01961403,0.00256886,0.16903125,0.16903125,0.00255879,0.0428144,0.0024379,0.00444262,0,0,0.00039289,0.00233716,0,0.21036478,0,0,0,0.21468652,0.0212158,0.00103762,0.07408402,0.20615386,0.75,0.00930835,0,0.01516134,0.02792506,0.10700578,0,0.07693496,0.04497527,0.19885023,0.06717328,0.0191607,0,0.00196443,0.00103762,0,0,0.0197047,0.43242545,0.14415357,0,0,0.14169048,0.00195435,0,0,0,0.0273307,0,0.05042025,0.02658522,0.00320353,0.05596094,0.00637683,0,0.00068503,0.0006951,0.05042025,0,0.09578337,0,0,0,0,0,0.03080622,0,0.16627098,81,43142
"Torrance, CA, United States of America",0,0,0,0.06688919,0.01838995,0.21406112,0.0376824,0.01600946,0,0.00020927,0,0,0.01827223,0,0.29835929,0.01972407,0.0568048,0.00010464,0.18036801,0.00023543,0,0.13942878,0.00010464,0,0,0,0.01207249,0.00047087,0.05908066,0.05908066,0.05908066,0.05908066,0.00035315,0.00037931,0.03043628,0.00787393,0.01508081,0.01508081,0,0.11060129,0,0.01436143,0,0,0.00024851,0.02333405,0,0.22598973,0,0,0,0.16696139,0,0.0098882,0.02754569,0.01824607,0.75,0.03153497,0,0.00018312,0.01352433,0.3013676,0,0.07387371,0.14963743,0.18036801,0.0006409,0.00023543,0,0.0000654,0.00720687,0.00010464,0,0.04042912,0.56154747,0.019992205,0,0,0.10589263,0.00711532,0.00010464,0,0,0,0,0.2005891,0.03964434,0.01993335,0.16006843,0.00020927,0.03968358,0.0001308,0,0.2005891,0.03970974,0.15301851,0.00019619,0.09282609,0,0,0,0.00031391,0,0.01549935,17,2889
"Canterbury, England, United Kingdom",0,0,0,0.138567,0.01093548,0.00954199,0.00345823,0.03849083,0,0.00165689,0.00063727,0,0.01040017,0.00047583,0.27865495,0.00130002,0.00561643,0.00060328,0.32739301,0.00226017,0.00047583,0.18167164,0.00060328,0.75,0,0.00059478,0.00547199,0.06287686,0.11891374,0.11891374,0.11891374,0.11891374,0.00902368,0.00955898,0.00343274,0.00090067,0.18433116,0.18433116,0.00085818,0.12012029,0.00182683,0.00342424,0.00062877,0,0.00266802,0.0225507,0.00062877,0.11399405,0,0,0,0.24530472,0.00236213,0.00280397,0.03434436,0.00854785,0,0.00735829,0.00311835,0.00155493,0.47968246,0.0505309,0.00096015,0.00457981,0.089659005,0.32739301,0.08705046,0.00226017,0,0.00059478,0.03457378,0.00106211,0.00079871,0.00267652,0.25156692,0.120821285,0.00066276,0,0.03216916,0.03662152,0.00106211,0.00047583,0.00047583,0.00067975,0,0.01800487,0.05474535,0.0010791,0.02209187,0.00165689,0.00265952,0.00090917,0.00058628,0.01800487,0.00265952,0.0103152,0.00188631,0.09204662,0.00079871,0.00079871,0,0.12992568,0.00025491,0.0369444,24,816
"Fort Worth, TX, United States of America",0,0,0,0.18191487,0.16456784,0.00980209,0.03491503,0.00135746,0,0.02896432,0.0002999,0,0.0479687,0,0.21788745,0.00255707,0.13918658,0.0038356,0.24292146,0.02669137,0,0.20357102,0.0038356,0,0,0.00018941,0.00230452,0.09628466,0.16002195,0.16002195,0.16002195,0.16002195,0.05696579,0.05993325,0.01799418,0.0033305,0.06629436,0.06629436,0.06724142,0.02669137,0.00085236,0.00408815,0.00023677,0,0.00800268,0.00385139,0.00023677,0.23665506,0,0,0,0.1493675,0.00124697,0.00115226,0.11457874,0.11726209,0.75,0.00304638,0.03470983,0.00066294,0.01142788,0.44350924,0.05155175,0.01319573,0.094674655,0.24292146,0.03499395,0.02669137,0,0.00023677,0.00307795,0.00037883,0.0002999,0.00598228,0.31461407,0.005911245,0.00041039,0,0.03969769,0.00246236,0.00037883,0,0,0,0,0.11980337,0.03321032,0.0005051,0.19878836,0.02896432,0.00099442,0.00045775,0.00031569,0.11980337,0.00099442,0.16870335,0.01428486,0.04073946,0.0002999,0.0002999,0,0.03868749,0,0.16551491,90,9499
"Honolulu, HI, United States of America",0,0,0,0.10747798,0.07416252,0.75,0.04936931,0.02251338,0,0.01013713,0.01525997,0,0.01006928,0,0.28261146,0.02077636,0.09812794,0.001011,0.11578989,0.00810835,0,0.05877363,0.001011,0,0,0.75,0.00183201,0.01775694,0.01490036,0.01490036,0.01490036,0.01490036,0.01636597,0.01747874,0.03222304,0.00425434,0.01549067,0.01549067,0,0.03648416,0.01790621,0.75,0.00351475,0,0.00071923,0.00293122,0.00351475,0.75,0,0,0,0.0995257,0.03396684,0.05620881,0.00861724,0.04685877,0.75,0.75,0.01393007,0.01154846,0.00736876,0.28879959,0.00458681,0.02798906,0.06539262,0.11578989,0.00340618,0.00810835,0,0.00375902,0.001011,0.5,0.01652203,0.02237089,0.57128213,0.03680307,0,0,0.07612345,0.06730266,0.5,0,0,0,0,0.07895968,0.08380433,0.5,0.5,0.01013713,0.00339261,0.0239722,0,0.07895968,0.0033994,0.05078742,0,0.04067743,0.01652203,0.01652203,0,0.07032209,0.00123491,0.16014491,91,46488
"Thessaloniki, Central Macedonia, Greece",0,0,0,0.30723376,0.16555905,0.02842161,0.00791047,0.00686537,0,0.00372157,0.00127451,0,0.00709478,0.00143595,0.2664069,0.00285491,0.01236276,0.00133399,0.18847477,0.00499609,0.00143595,0.02667978,0.00133399,0,0,0.00138497,0.0119974,0.03095364,0.02049415,0.02049415,0.02049415,0.02049415,0.00688236,0.00710328,0.00766406,0.00200523,0.08294521,0.08294521,0.00201373,0.01289806,0.00389151,0.00749413,0.00138497,0.00020392,0.00587125,0.02447062,0.00138497,0.29640891,0.75,0,0,0.28470039,0.00540393,0.00616864,0.1171531,0.01880329,0,0.13740934,0.00622811,0.05066608,0.04991837,0.19217085,0.0028719,0.0699367,0.046936015,0.18847477,0.01299152,0.00499609,0.00100262,0.00127451,0.02618696,0.00226863,0.00158889,0.00589674,0.45669148,0.16015937,0.00132549,0.00100262,0.01690002,0.01556604,0.00226863,0.00143595,0.00143595,0.00203072,0,0.16709696,0.01020459,0.00243007,0.15815839,0.00372157,0.00584576,0.00206471,0.00134249,0.16709696,0.00585426,0.02234644,0.00428236,0.09021843,0.00158889,0.00158889,0.00020392,0.0944583,0.0005183,0.00604119,35,571
"Seaside, CA, United States of America",0,0,0,0.03448139,0.00692236,0.13294716,0.00068749,0.00058081,0,0.00037931,0,0,0.06181521,0,0.35219855,0.00024892,0.14738454,0.00009483,0.14632959,0.11087622,0,0.13855379,0.00009483,0,0,0.00014224,0.00113792,0.01124883,0.00162391,0.00162391,0.00162391,0.00162391,0.07446274,0.07940558,0.00084159,0.01089323,0.05211917,0.05211917,0.00020151,0.09354663,0.00032004,0.01013461,0.0001778,0,0.06584535,0.04549315,0.0001778,0.21435596,0,0,0,0.08286676,0.00047413,0.00060452,0.00100754,0.0063534,0.75,0.17577331,0.00086529,0.00033189,0.00061637,0.30943167,0,0.00087715,0.07696972,0.14632959,0.0012446,0.11087622,0,0.00011853,0.00007112,0.04805348,0.00022521,0.02748792,0.20597564,0.055592205,0,0,0.00163576,0.00951824,0.04805348,0,0,0,0,0.135223,0.06172039,0.00018965,0.17136386,0.00037931,0.00036745,0.02243839,0.00011853,0.135223,0.00036745,0.05914821,0.0003556,0.09018028,0.00022521,0.00022521,0,0.04804162,0,0.60249386,12,1999
"Fredericton, NB, Canada",0,0,0,0.05511005,0.00472101,0.01139922,0.00137597,0.0013048,0,0.00077102,0.00022538,0,0.08458669,0,0.2261576,0.00054564,0.00234864,0.00028468,0.38224739,0.0075204,0,0.14975557,0.00028468,0,0,0.00027282,0.00232492,0.02343897,0.03563293,0.03563293,0.03563293,0.03563293,0.04035394,0.04298726,0.00141156,0.00036772,0.02380669,0.02380669,0.0004033,0.00257402,0.00064054,0.00143528,0.00017793,0,0.01759109,0.00125735,0.00017793,0.12609123,0,0,0,0.14409748,0.00093708,0.00122177,0.03213369,0.00365344,0.75,0.00314338,0.00086591,0.00066426,0.03239465,0.4552688,0,0.00198093,0.10484669,0.38224739,0.19745198,0.0075204,0,0.00023724,0.00020165,0.00046261,0.00022538,0.00112687,0.32098105,0.001779275,0.00030841,0,0.07538191,0.00077102,0.00046261,0,0,0,0,0.19480679,0.03652257,0.00037958,0.26719952,0.00077102,0.00111501,0.00034399,0.00023724,0.19480679,0.00111501,0.13677873,0.00087778,0.08992451,0.00022538,0.00022538,0,0.0011506,0,0.00112687,13,1053
"Genoa, GE, Italy",0,0,0,0.15234185,0.03226825,0.01625997,0.00421752,0.08712657,0,0.02798209,0.0007169,0,0.00373705,0.00086181,0.25077871,0.11244697,0.0065589,0.0007169,0.21366755,0.0045531,0.00086181,0.05841995,0.0007169,0,0,0.00070928,0.00641399,0.03552482,0.03670695,0.03670695,0.03670695,0.03670695,0.00370654,0.00381331,0.04328873,0.02069866,0.17951552,0.17951552,0.00102959,0.16205817,0.00205156,0.01316356,0.00079317,0.00018304,0.00453022,0.00353113,0.00079317,0.21545218,0.75,0,0,0.27506188,0.2881568,0.00732919,0.14486776,0.0295608,0,0.05524728,0.00335572,0.04762065,0.03084208,0.08104053,0.00171599,0.10287556,0.051838175,0.21366755,0.00690972,0.0045531,0,0.0006864,0.01912758,0.00119738,0.00085418,0.00312692,0.29307597,0.129359015,0.00059488,0,0.12223193,0.01084506,0.00119738,0.00086181,0.00086181,0.00122026,0,0.12023376,0.06419331,0.00133466,0.01599303,0.02798209,0.00310404,0.01510072,0.00067877,0.12023376,0.00310404,0.13525058,0.00226511,0.05043488,0.00085418,0.00085418,0.00018304,0.01129503,0.0002288,0.15389005,56,1299
"Waikoloa, HI, United States of America",0,0,0,0.04964346,0.04348717,0.19205589,0.00022801,0.26609258,0,0.01321284,0.06019093,0,0.0187991,0,0.13394457,0.00224866,0.02201484,0.01919615,0.09766333,0.02662223,0,0.04326702,0.02058388,0,0,0.00817694,0.00035774,0.05237173,0.00885704,0.00885704,0.00885704,0.00885704,0.23465067,0.24288658,0.02016323,0.00500445,0.02575343,0.02575343,0.00883739,0.0433024,0.06162189,0.31283087,0.00005897,0,0.00991061,0.00019656,0.00005897,0.06479832,0,0,0,0.04530339,0.03920214,0.02783698,0.01559909,0.03395003,0.75,0.22567176,0.08963578,0.04251223,0.00016118,0.37742476,0,0.03148122,0.124664925,0.09766333,0.00515383,0.02662223,0,0.01250522,0.00606981,0.20550066,0.06015555,0.05177419,0.34403297,0.03828813,0,0,0.0148836,0.10226286,0.20550066,0,0,0,0,0.07091923,0.07033348,0.02634311,0.26638742,0.01321284,0.01647575,0.04979285,0.00003931,0.07091923,0.01648754,0.02186938,0.00996958,0.08940384,0.06015555,0.06015555,0,0.10057244,0.03494856,0.01462414,13,2189
"New Orleans, LA, United States of America",0,0,0,0.18156826,0.15228692,0.00164965,0.05227006,0.03289994,0.00782255,0.01814618,0,0,0.04847851,0,0.27663617,0.05141862,0.75,0.0029135,0.23009999,0.01625707,0,0.75,0.0029135,0,0.02195103,0.00077161,0.12903214,0.14359964,0.06599943,0.06599943,0.06599943,0.06599943,0.00287359,0.00307314,0.03190216,0.00190242,0.13323609,0.13323609,0.0105631,0.20768334,0.01290454,0.00271395,0.00098447,0,0.00256761,0.00533477,0.00098447,0.20043284,0,0,0,0.1926236,0.01585796,0.00067849,0.11374624,0.10579065,0.75,0.00204876,0.04291759,0.02881571,0.03412387,0.33288402,0.01648323,0.09442933,0.08109907,0.23009999,0.22199807,0.01625707,0.00782255,0,0.00420396,0,0,0.03630567,0.19970114,0.074154565,0,0.00782255,0.16689433,0.00093126,0,0,0,0,0,0.07971549,0.04396858,0.00232814,0.11076622,0.01814618,0.00250109,0.01122828,0,0.07971549,0.00250109,0.09912552,0,0.00607977,0,0,0,0.03260726,0,0.14691225,135,55202
"Norcross, GA, United States of America",0,0,0,0.04034229,0.04473159,0.00433577,0.04050288,0.00130252,0,0.00087429,0.00033901,0,0.02055477,0,0.23536276,0.00058881,0.03147448,0.00028548,0.21570013,0.01311437,0,0.15421426,0.00028548,0,0,0.00021411,0.00244445,0.01778915,0.12343565,0.12343565,0.12343565,0.12343565,0.00144526,0.00155231,0.02456937,0.00044607,0.01595135,0.01595135,0.00030333,0.13153622,0.00096351,0.00157016,0.00026764,0,0.01163343,0.01206165,0.00026764,0.20929461,0,0,0,0.09217527,0.00071371,0.14716641,0.01643311,0.02656775,0.75,0.00335442,0.00130252,0.03413304,0.04392867,0.48828272,0,0.02685323,0.108162315,0.21570013,0.00274777,0.01311437,0.15323292,0.00026764,0.00019627,0.00042822,0.02539013,0.00112409,0.4138966,0.00187348,0.00046391,0.15323292,0.00344364,0.00808273,0.00042822,0,0,0,0,0.11001795,0.01802111,0.00057097,0.25204567,0.00087429,0.00112409,0.00033901,0.00017843,0.11001795,0.00112409,0.2207853,0.00078508,0.00096351,0.02539013,0.02539013,0,0.00130252,0,0.13974385,32,3886
"Chester, England, United Kingdom",0,0,0,0.07637415,0.15807089,0.00804247,0.00292073,0.0026613,0,0.00149803,0.00046866,0,0.05063156,0.00046866,0.2603048,0.00707168,0.06106752,0.00052724,0.27589598,0.03052958,0.00046866,0.18265022,0.00052724,0.75,0,0.00048539,0.00458613,0.06038964,0.00637707,0.00637707,0.00637707,0.00637707,0.0271904,0.02726572,0.00297931,0.0007783,0.06465776,0.06465776,0.04653919,0.00472003,0.00158171,0.00286215,0.00049376,0,0.00225959,0.01267881,0.00049376,0.08262569,0,0,0,0.22032679,0.06417236,0.00239349,0.00407563,0.14499875,0,0.00615948,0.12516456,0.00129717,0.07072518,0.17654095,0.00094568,0.04244682,0.12005538,0.27589598,0.06250696,0.03052958,0,0.00050213,0.00038497,0.00085362,0.00062766,0.00224285,0.28446568,0.003636265,0.00043518,0,0.03630408,0.00158171,0.00085362,0.00046866,0.00046866,0.00066951,0,0.4251712,0.01094646,0.00092894,0.16942743,0.00149803,0.00236002,0.00081178,0.00049376,0.4251712,0.00209221,0.00846091,0.00161519,0.00157334,0.00062766,0.00062766,0,0.04123334,0.04138398,0.13970963,38,1411
"Kenner, LA, United States of America",0,0,0,0.00181125,0.00175464,0.0014905,0.00054715,0.02841392,0,0.00030187,0,0,0.00054715,0,0.34364618,0.17829452,0.15223899,0.00015094,0.36349441,0.00033961,0,0.13952254,0.00015094,0,0,0,0.07420448,0.07578932,0.02726302,0.02726302,0.02726302,0.02726302,0.00050941,0.00054715,0.00045281,0.0001132,0.02662154,0.02662154,0,0.22008525,0,0.00052828,0,0,0.02086706,0.02728189,0,0.30200639,0,0,0,0.22548125,0,0.00041508,0.00079242,0.0012641,0.75,0.00109429,0,0.03237602,0.02420655,0.35130624,0,0.13250396,0.105344705,0.36349441,0.00092449,0.00033961,0,0.00009434,0.0001132,0.00015094,0,0.04016815,0.21861361,0.06841227,0,0,0.06463884,0.00030187,0.00015094,0,0,0,0,0.00171691,0.0527148,0.0485263,0.12956068,0.00030187,0.00058488,0.00018867,0,0.00171691,0.00058488,0.20865176,0.00028301,0.08216642,0,0,0,0.05586562,0,0.02124441,12,2372
"Calgary, AB, Canada",0,0,0,0.10190663,0.12545288,0.00163114,0.10336676,0.0003157,0,0.02157311,0,0,0.04567185,0,0.28622515,0.00114443,0.03567455,0.00010524,0.26621741,0.01402252,0,0.11909934,0.00010524,0,0,0,0.02109955,0.01256239,0.08666075,0.08666075,0.08666075,0.08666075,0.00769529,0.00822146,0.03029443,0.0054722,0.0119836,0.0119836,0.00377529,0.02282277,0,0.01298333,0,0,0.01245715,0.02174411,0,0.20960116,0,0,0,0.33447525,0.0104577,0.0514466,0.03952877,0.11131197,0.75,0.00082872,0.01928425,0.00369637,0.00027624,0.40971804,0,0.05914189,0.071197835,0.26621741,0.06557436,0.01402252,0,0.01156266,0.00007893,0.00010524,0,0.0226123,0.39781337,0.015962785,0.00649824,0,0.02471699,0.03387241,0.00010524,0,0,0.04094944,0,0.12592644,0.01657446,0,0.23356836,0.02157311,0.00040778,0.00013154,0,0.12592644,0.00040778,0.21509967,0.04935506,0,0,0,0,0.00766898,0,0.12733395,77,14811
"Harlingen, TX, United States of America",0,0,0,0.08636939,0.00875712,0.02791638,0.0028665,0.00253158,0,0.00128057,0.00036447,0,0.00255129,0.00055163,0.07169211,0.00102445,0.00456079,0.00046298,0.10698653,0.0018125,0.00055163,0.09232896,0.00046298,0,0,0.00045312,0.00432438,0.00386141,0.14940289,0.14940289,0.14940289,0.14940289,0.00248233,0.00256114,0.0028074,0.00073879,0.00464945,0.00464945,0.00066984,0.70141636,0.00132982,0.17521126,0.00043342,0,0.00209816,0.00240353,0.00043342,0.04935112,0,0,0,0.01245106,0.00196025,0.00223607,0.00386141,0.00673776,0.75,0.00583151,0.00216712,0.07826241,0.0546113,0.23619585,0.00111311,0.0036644,0.08323692,0.10698653,0.0046987,0.0018125,0,0.00044327,0.00039402,0.00084715,0.00055163,0.00201936,0.17564468,0.003393505,0.00051223,0,0.00598912,0.00148743,0.00084715,0.00055163,0.00055163,0.00078804,0,0.00918069,0.00363484,0.0009358,0.14192634,0.00128057,0.00215727,0.00076834,0.00048268,0.00918069,0.00215727,0.43041862,0.00160564,0.08103041,0.00055163,0.00055163,0,0.00214741,0.00029552,0.06722982,10,489
"Cocoa Beach, FL, United States of America",0,0,0,0.08774431,0.04956922,0.53039284,0.00021168,0.01251092,0,0.00011679,0,0,0.01377369,0,0.23764174,0.16656163,0.08319687,0,0.10962746,0.01026275,0,0.10228442,0,0,0,0,0.00243795,0.06648889,0.02350359,0.02350359,0.02350359,0.02350359,0.00440145,0.00462773,0.01143793,0.00358393,0.0029562,0.0029562,0,0.09179539,0.03164956,0.01815324,0.01589047,0,0.00013869,0.00310948,0.01589047,0.14288286,0,0,0,0.05638672,0,0.00016058,0.00525546,0.0419926,0.75,0.25582418,0,0.00995618,0.00981749,0.48175793,0,0.04610937,0.07072245,0.10962746,0.01205107,0.01026275,0,0.00272992,0,0.00005839,0,0.01577368,0.21218925,0.00721896,0,0,0.03065686,0.00314598,0.00005839,0,0,0,0,0.02813862,0.08364943,0.36415238,0.1336347,0.00011679,0,0.05802175,0,0.02813862,0,0.01993426,0.00909487,0.08083922,0,0,0,0.0595254,0,0.01798536,18,4460
"Tyler, TX, United States of America",0,0,0,0.01110513,0.05971181,0.00841968,0.00322254,0.00270125,0,0.00153229,0.00058448,0,0.00273284,0.00088462,0.13476229,0.00110577,0.06930045,0.0004897,0.24695098,0.02641221,0.00088462,0.16095334,0.0004897,0,0,0.00055289,0.00483381,0.08539736,0.05895356,0.05895356,0.05895356,0.05895356,0.02701249,0.02870274,0.06603052,0.00078984,0.00789839,0.00789839,0.00080564,0.00480222,0.00170605,0.00296979,0.0004739,0,0.00236952,0.00266966,0.0004739,0.19360527,0,0,0,0.1322664,0.00187982,0.0024327,0.02658597,0.05783199,0.75,0.00646088,0.00232213,0.00132693,0.03170413,0.54285616,0.00178504,0.00410716,0.09069718,0.24695098,0.00524453,0.02641221,0,0.0004739,0.00045811,0.00086882,0.00058448,0.00249589,0.35150983,0.00378333,0.00041072,0,0.00698217,0.00417035,0.00086882,0.00088462,0.00088462,0.00126374,0,0.12365715,0.02854477,0.02333184,0.27854453,0.00153229,0.0024643,0.02683872,0.0004739,0.12365715,0.0024643,0.3898644,0.06558821,0.00170605,0.00058448,0.00058448,0,0.00230633,0.05702636,0.12408367,27,1649
